date,TWII,TWII_Open,TWII_High,TWII_Low,SOX,TSMC_TW,TSMC_Vol,TSM_US,ELEC,FIN,USDTWD,ADR_Premium
2019-03-07,10311.6796875,10359.4697265625,10367.98046875,10299.4599609375,1319.0899658203125,196.531982421875,17126192,32.872203826904297,27.266080856323242,13.272678375244141,30.829000473022461,3.1300020322926114
2019-03-08,10241.75,10274.2802734375,10274.2802734375,10204.2099609375,1318.2099609375,193.17251586914062,22190659,32.50628662109375,27.266080856323242,13.202618598937988,30.906999588012695,4.0180879444106976
2019-03-11,10250.2802734375,10224.26953125,10269.2998046875,10214.01953125,1349.8800048828125,193.59245300292969,23200793,32.880710601806641,26.875856399536133,13.202618598937988,30.891000747680664,4.9336417850244674
2019-03-12,10343.330078125,10294.3701171875,10382.1201171875,10294.3701171875,1355.1199951171875,197.79185485839844,23588085,33.101951599121094,27.473649978637695,13.288248062133789,30.91200065612793,3.4671069022232048
2019-03-13,10373.3203125,10331.26953125,10373.3203125,10331.26953125,1360.77001953125,199.05166625976562,20500195,33.365756988525391,27.473649978637695,13.311602592468262,30.886999130249023,3.5478000711409274
2019-03-14,10348.650390625,10391.2998046875,10407.26953125,10339.6396484375,1353.06005859375,196.95196533203125,17175356,33.033878326416016,27.473649978637695,13.296031951904297,30.895999908447266,3.6409766237168739
2019-03-15,10439.240234375,10374.66015625,10439.240234375,10370,1392.3599853515625,200.73143005371094,33649729,33.740169525146484,27.481952667236328,13.311602592468262,30.913000106811523,3.9209319492824468
2019-03-18,10512.7001953125,10455.1904296875,10512.7001953125,10445.740234375,1388.77001953125,202.41119384765625,26856532,33.910354614257812,27.739334106445312,13.428371429443359,30.888999938964844,3.4979263447701303
2019-03-19,10512.3203125,10497.400390625,10525.599609375,10484.6904296875,1407.3499755859375,201.99124145507812,14479009,33.833778381347656,27.814062118530273,13.521785736083984,30.764999389648438,3.0634956004418123
2019-03-20,10551.5595703125,10529.2998046875,10556.8095703125,10506.9599609375,1393.010009765625,203.25106811523438,22975971,33.910354614257812,27.897085189819336,13.599630355834961,30.790000915527344,2.7399126903378868
2019-03-21,10609.5498046875,10563.9296875,10612.33984375,10551.669921875,1441.8299560546875,206.19064331054688,26179502,34.922996520996094,28.254100799560547,13.622984886169434,30.745000839233398,4.1470689559314877
2019-03-22,10639.0703125,10642.5703125,10667.9404296875,10589.4697265625,1400.3699951171875,208.71029663085938,22931467,34.403903961181641,28.428464889526367,13.56849193572998,30.792999267578125,1.5186511235933287
2019-03-25,10479.48046875,10535.1201171875,10535.1201171875,10458.7900390625,1382.75,202.83111572265625,19211254,33.969921112060547,27.913692474365234,13.412802696228027,30.868000030517578,3.3947402190065201
2019-03-26,10559.2001953125,10506.6796875,10559.2001953125,10506.6796875,1396.75,204.93084716796875,19920170,34.378379821777344,28.112957000732422,13.443941116333008,30.815999984741211,3.3913797462606698
2019-03-27,10542.7001953125,10542.6796875,10556.75,10515.8603515625,1376.47998046875,202.83111572265625,22590089,34.208198547363281,28.112957000732422,13.428371429443359,30.839000701904297,4.0221718698735254
2019-03-28,10536.259765625,10529.01953125,10536.259765625,10499.2900390625,1373.800048828125,203.25106811523438,13933054,34.327316284179688,28.071445465087891,13.428371429443359,30.881999969482422,4.3139591118333431
2019-03-29,10641.0400390625,10551.990234375,10641.0400390625,10525.26953125,1395.510009765625,206.19064331054688,28220810,34.854904174804688,28.171079635620117,13.467292785644531,30.85099983215332,4.3023704259053774
2019-04-01,10642.6298828125,10714.6796875,10735.0703125,10627.009765625,1430.239990234375,206.19064331054688,35330656,35.203792572021484,28.735658645629883,13.506214141845703,30.839000701904297,5.3054364065541204
2019-04-02,10690.2998046875,10695.4697265625,10728.3798828125,10685.099609375,1431.6300048828125,206.610595703125,24105053,35.118705749511719,28.910018920898438,13.545138359069824,30.816999435424805,4.7625976366306277
2019-04-03,10704.3798828125,10725.169921875,10741.5595703125,10690.23046875,1464.18994140625,207.03053283691406,24945323,35.561210632324219,28.934925079345703,13.552923202514648,30.829000473022461,5.9086854854192516
2019-04-08,10800.5703125,10759.9599609375,10807.0498046875,10759.9599609375,1481.3800048828125,212.48976135253906,45184821,36.071769714355469,29.225522994995117,13.545138359069824,30.788999557495117,4.5333850162080358
2019-04-09,10851.599609375,10805.3896484375,10851.599609375,10793.76953125,1464.52001953125,213.32960510253906,22355674,35.918617248535156,29.300247192382812,13.545138359069824,30.808000564575195,3.7437612036774759
2019-04-10,10868.1396484375,10839.9296875,10875.650390625,10815.6103515625,1477.1600341796875,213.32960510253906,25849934,36.054756164550781,29.399875640869141,13.545138359069824,30.816999435424805,4.1673892222581221
2019-04-11,10808.76953125,10869.240234375,10887.1201171875,10797.759765625,1476.0699462890625,211.64985656738281,24896840,35.824993133544922,29.44969367980957,13.545138359069824,30.83799934387207,4.3961127745677953
2019-04-12,10805.2998046875,10820.9404296875,10836.4404296875,10782.01953125,1497.1199951171875,211.64985656738281,13548148,36.23345947265625,29.325153350830078,13.506214141845703,30.851999282836914,5.6343419074507128
2019-04-15,10875.599609375,10849.83984375,10897.2099609375,10849.5498046875,1485.8199462890625,214.58943176269531,17192002,36.25897216796875,29.541025161743164,13.537353515625,30.829999923706055,4.1863152336720555
2019-04-16,10927.849609375,10905.6298828125,10927.849609375,10876.33984375,1533.219970703125,215.84928894042969,19652648,36.599365234375,29.707075119018555,13.545138359069824,30.854000091552734,4.6319701895173981
2019-04-17,10997.259765625,10961.6103515625,11016.919921875,10961.6103515625,1557.0799560546875,219.62870788574219,37864191,37.773677825927734,29.997673034667969,13.506214141845703,30.863000869750977,6.1618094299213055
